公开发行股票配售对象黑名单 	 中国证券业协会 	 中国证券业协会 	2020年第1期	https://www.sac.net.cn/tzgg/202007/t20200729_143411.html	stock_peishou
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2020年第4期	http://www.csrc.gov.cn/pub/hainan/xxfw/hnsmjzzjy/202005/t20200509_376057.htm	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2020年第3期	https://www.sac.net.cn/wlzf/hmd/202003/t20200319_142155.html	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2020年第2期	https://www.sac.net.cn/wlzf/hmd/202002/t20200227_141848.html	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2020年第1期	https://www.sac.net.cn/wlzf/hmd/202001/t20200117_141279.html	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2019年第8期	https://www.sac.net.cn/wlzf/zfjl/201912/t20191230_141159.html	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2019年第7期	https://www.sac.net.cn/wlzf/zfjl/201910/t20191029_140512.html	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2019年第6期	https://www.sac.net.cn/wlzf/hmd/201909/t20190912_140111.html	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2019年第5期	https://www.sac.net.cn/wlzf/hmd/201908/t20190812_139710.html	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2019年第4期	https://www.sac.net.cn/wlzf/zfjl/201907/t20190712_139400.html	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2019年第3期	https://www.sac.net.cn/wlzf/zfjl/201906/t20190619_139114.html	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2019年第2期	https://www.sac.net.cn/wlzf/zfjl/201905/t20190507_138578.html	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	中国证券业协会	2019年第1期	https://www.sac.net.cn/wlzf/zfjl/201904/t20190404_138302.html	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	广西监管局	2018年第6期	http://www.csrc.gov.cn/guangxi/xxfw/tjyg/201810/t20181017_345402.htm	bad_website
非法仿冒券商和投资咨询机构黑名单	中国证券业协会	阿牛直播	2017年第5期	http://zjt.aniu.tv/Index_detail_wzid_107891.shtml	bad_website
拖欠农民工工资“黑名单”	人社部	人社部劳动保障监察局	2020年第1批	http://www.mohrss.gov.cn/ldjcj/LDJCJgongzuodongtai/202005/t20200512_368309.html	NMG
拖欠农民工工资“黑名单”	人社部	人社部劳动保障监察局	2019年第4批	http://www.mohrss.gov.cn/ldjcj/LDJCJgongzuodongtai/202001/t20200108_352996.html	无法识别图片
拖欠农民工工资“黑名单”	人社部	人社部劳动保障监察局	2019年第3批	http://www.mohrss.gov.cn/ldjcj/LDJCJgongzuodongtai/201907/t20190719_325048.html	无法识别图片
拖欠农民工工资“黑名单”	人社部	人社部劳动保障监察局	2019年第2批	http://www.mohrss.gov.cn/ldjcj/LDJCJgongzuodongtai/201907/t20190719_325162.html	无法识别图片
拖欠农民工工资“黑名单”	人社部	人社部劳动保障监察局	2019年第1批	http://www.mohrss.gov.cn/ldjcj/LDJCJgongzuodongtai/201903/t20190321_312696.html	NMG
全国旅游市场黑名单	文化和旅游部	文化和旅游部	2019/11/27	http://zwgk.mct.gov.cn/auto255/201911/t20191128_849173.html	travel_blacklist
